"date","IP","INFL","UNEMP"
"1980-04-01",-1.3233842155653708,13.618367956525024,6.9
"1980-05-01",-4.520763886873791,13.475613252041807,7.5
"1980-06-01",-5.744752226177496,13.335824744185398,7.6
"1980-07-01",-6.410527875190075,12.35502393785417,7.8
"1980-08-01",-5.346597549342791,12.12445486318714,7.7
"1980-09-01",-3.8418355036581087,12.01696716341143,7.5
"1980-10-01",-3.1384587003940645,11.896437070221477,7.5
"1980-11-01",-1.3076250145946489,11.895194286136501,7.5
"1980-12-01",-0.823171475513762,11.648179929841174,7.2
"1981-01-01",-1.868814704569166,11.149550422534205,7.5
"1981-02-01",-2.3815335718738506,10.788896201118536,7.4
"1981-03-01",-1.4981385279148718,10.085600353672142,7.4
"1981-04-01",0.1215508212114802,9.654551041231763,7.2
"1981-05-01",3.1422550252441894,9.341676719879288,7.5
"1981-06-01",4.852560078325485,9.255155736524578,7.5
"1981-07-01",6.263596780656799,10.23292917545433,7.2
"1981-08-01",5.858837936152961,10.271278273538531,7.4
"1981-09-01",3.648127395211276,10.40485708098604,7.6
"1981-10-01",1.6936110649679925,9.777574357678809,7.9
"1981-11-01",-1.1800269685430465,9.14795728644826,8.3
"1981-12-01",-2.8561428625871965,8.537037078132403,8.5
"1982-01-01",-4.301047595910568,7.933674223652165,8.6
"1982-02-01",-1.8577488282460308,7.3377185713825455,8.9
"1982-03-01",-3.1470833799553066,6.658214258099715,9.0
"1982-04-01",-3.6040614552691697,6.411755712377687,9.3
"1982-05-01",-4.791517049337601,6.683521282464255,9.4
"1982-06-01",-5.572861743133295,6.936112779750214,9.6
"1982-07-01",-6.506941911324171,6.3513405722325444,9.8
"1982-08-01",-7.360739028136187,5.794142848618922,9.8
"1982-09-01",-7.056579469580049,4.822737476571604,10.1
"1982-10-01",-7.24403727288081,4.909602133652058,10.4
"1982-11-01",-6.494554838248501,4.380262265839363,10.8
"1982-12-01",-6.121576881881552,3.754351245740306,10.8
"1983-01-01",-2.1912155553167167,3.6405476385009017,10.4
"1983-02-01",-4.788442479478006,3.425347847853999,10.4
"1983-03-01",-3.2284355295330247,3.5273366379285243,10.3
"1983-04-01",-1.1557852565219129,3.9220713153281572,10.2
"1983-05-01",0.15859742399055854,3.383203240143473,10.1
"1983-06-01",1.059880583524908,2.444113515914559,10.1
"1983-07-01",2.892013897152923,2.3315805313616877,9.4
"1983-08-01",4.842493040573181,2.426812727243721,9.5
"1983-09-01",6.622466997467225,2.7260648208891958,9.2
"1983-10-01",8.366099764812285,2.7150989065950704,8.8
"1983-11-01",9.102708846973018,3.114264735585337,8.5
"1983-12-01",10.358461197780944,3.7171532108345673,8.3
"1984-01-01",10.410616321148458,4.2006175634154985,8.0
"1984-02-01",11.499267833781035,4.587045406609658,7.8
"1984-03-01",11.167472367117837,4.777027626868602,7.8
"1984-04-01",10.623503179446514,4.453977137177034,7.7
"1984-05-01",10.385024341812032,4.243359841459604,7.4
"1984-06-01",10.148154079095839,4.235000157295321,7.2
